Year,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2-WACCM,CESM2,CNRM-CM6-1-HR,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3-Veg,EC-Earth3,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,HadGEM3-GC31-LL,INM-CM4-8,IPSL-CM6A-LR,MCM-UA-1-0,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MRI-ESM2-0,NESM3,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL,Mean
134,-3.537,-4.161,-1.005,-8.616,-9.446,-5.487,-6.216,-4.803,-7.306,-10.60,-6.166,-5.559,-2.869,-4.671,-2.586,-.1274,-1.023,.8798,-13.59,-1.086,-7.299,-5.941,-2.854,-3.949,-1.663,-5.276,-5.546,-1.928,-7.852,-13.49,-5.126
135,-3.926,-4.170,-.6563E-01,-8.448,-9.449,-5.251,-6.136,-4.952,-7.060,-10.12,-6.046,-5.681,-2.660,-5.032,-2.270,-.3820,-1.225,1.028,-13.74,-.9464,-6.922,-6.090,-3.386,-3.739,-1.507,-5.313,-5.650,-3.295,-8.055,-13.48,-5.132
136,-3.598,-3.711,-1.040,-8.613,-9.447,-5.407,-5.979,-5.184,-7.328,-10.48,-6.423,-5.971,-2.881,-5.211,-2.989,-.5097,-.6684,.5652,-13.90,-1.203,-7.281,-6.050,-3.460,-3.752,-1.266,-5.019,-5.512,-2.651,-8.575,-13.51,-5.235
137,-3.518,-4.244,-.8741,-8.806,-9.338,-5.452,-6.028,-5.545,-7.506,-10.83,-6.581,-6.003,-3.229,-5.442,-2.127,-.6634,-1.002,.5828,-13.84,-1.136,-7.269,-6.508,-3.381,-3.573,-1.287,-5.493,-4.876,-1.638,-8.157,-13.52,-5.242
138,-3.819,-4.087,-.6949,-8.907,-9.483,-5.592,-5.973,-4.956,-7.560,-10.67,-6.005,-5.895,-2.736,-4.449,-2.319,-.4601,-1.367,.4175,-13.59,-1.136,-7.243,-6.586,-2.887,-3.670,-1.700,-4.456,-5.275,-3.229,-8.325,-13.23,-5.196
139,-3.881,-4.278,-.2066E-01,-8.738,-9.280,-5.537,-6.248,-4.844,-7.379,-10.22,-6.557,-5.884,-2.951,-5.235,-2.555,-.2758,-.9433,.5761,-13.87,-1.012,-6.814,-6.162,-2.956,-3.385,-1.762,-4.756,-5.380,-1.498,-7.945,-13.42,-5.107
140,-3.673,-4.082,-.9984,-8.729,-9.301,-5.514,-5.796,-5.257,-7.274,-10.50,-6.497,-6.219,-2.817,-5.251,-2.353,-.4725,-.9465,.5079E-01,-13.74,-1.153,-6.680,-5.756,-3.154,-3.904,-1.401,-5.222,-5.222,-3.228,-8.703,-13.35,-5.238
141,-3.678,-4.094,-.9872,-8.689,-9.452,-5.303,-5.529,-4.981,-7.545,-10.45,-6.362,-5.782,-3.515,-4.843,-2.748,-.5432,-1.400,.3154,-13.60,-1.086,-6.619,-5.247,-3.280,-3.463,-1.648,-5.065,-5.568,-2.705,-8.144,-13.04,-5.168
142,-3.997,-3.951,-.1799,-8.964,-9.673,-5.374,-5.783,-5.080,-7.290,-10.98,-6.025,-6.100,-2.480,-5.350,-3.051,-.4488E-01,-.7404,.6321,-13.62,-1.151,-7.061,-5.797,-2.776,-3.580,-1.879,-4.989,-5.168,-1.668,-8.407,-13.39,-5.131
143,-3.535,-4.521,-1.281,-8.448,-9.621,-5.508,-5.758,-5.176,-7.661,-11.06,-7.024,-6.286,-2.974,-5.365,-2.485,-.4226,-.9059,.7098,-14.08,-1.185,-6.187,-5.888,-3.194,-4.034,-1.671,-5.012,-5.625,-2.478,-8.255,-13.59,-5.284
144,-3.396,-4.478,-.6165,-9.061,-9.672,-5.532,-6.222,-4.797,-7.299,-11.18,-6.556,-5.981,-3.330,-4.945,-2.338,-.4853,-1.549,.3994,-13.69,-.9527,-7.483,-5.995,-3.360,-3.805,-1.167,-4.741,-5.485,-2.483,-8.887,-13.51,-5.287
145,-3.925,-4.416,-.4702,-9.001,-9.312,-5.443,-6.168,-4.936,-7.280,-10.37,-6.797,-5.904,-3.081,-5.258,-2.491,-.4700,-1.118,.2851,-13.69,-1.250,-6.941,-5.860,-3.690,-3.440,-1.460,-4.793,-5.382,-1.323,-8.546,-13.44,-5.199
146,-4.004,-4.453,-.2150,-9.004,-10.09,-5.567,-5.728,-5.141,-7.617,-10.93,-6.541,-6.047,-2.770,-4.502,-2.615,-.6386,-.8627,.4527,-13.87,-1.239,-7.286,-5.533,-2.728,-3.641,-1.841,-5.014,-5.109,-2.145,-7.932,-13.14,-5.192
147,-3.565,-4.089,-1.309,-8.879,-9.711,-5.537,-5.931,-4.857,-7.306,-10.85,-6.196,-6.176,-3.358,-5.222,-2.656,-.3573,-.9971,.3834,-13.84,-1.192,-6.826,-6.056,-3.620,-3.884,-1.953,-5.141,-5.638,-2.750,-8.526,-13.07,-5.304
148,-3.793,-4.478,-.6355,-9.015,-9.808,-5.584,-5.783,-4.729,-7.189,-11.17,-6.769,-5.831,-2.517,-4.935,-2.495,-.6740,-.9977,.1671,-13.76,-1.189,-7.390,-6.240,-3.704,-4.127,-1.528,-5.217,-5.216,-1.822,-8.612,-13.17,-5.274
149,-3.290,-4.206,-.9082,-9.357,-9.620,-5.457,-6.179,-5.005,-7.418,-10.77,-6.347,-5.743,-3.039,-5.232,-3.040,-.4377,-1.004,.2317,-13.91,-1.202,-7.142,-5.982,-3.321,-3.709,-1.860,-5.102,-5.491,-1.991,-8.729,-13.47,-5.291
150,-4.053,-4.422,-.4010,-8.906,-9.769,-5.539,-5.976,-4.888,-7.442,-11.22,-6.701,-6.241,-3.016,-5.074,-2.458,-.3734,-.9895,1.008,-14.28,-1.403,-7.345,-6.426,-3.100,-3.735,-1.716,-4.725,-5.575,-2.624,-7.981,-13.58,-5.299
