Year,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2-WACCM,CESM2,CNRM-CM6-1-HR,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3-Veg,EC-Earth3,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,HadGEM3-GC31-LL,INM-CM4-8,IPSL-CM6A-LR,MCM-UA-1-0,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MRI-ESM2-0,NESM3,NorCPM1-LM,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL,Mean
141,.9589,1.737,-.6475,3.627,3.377,2.439,1.936,2.197,3.599,6.767,3.713,3.652,.8342,1.941,.6192,-1.002,-1.322,-2.145,8.943,.1042,3.527,2.770,.3448,1.581,-1.197,1.029,2.229,.9906,-.1823,3.850,8.681,2.198
142,.9446,1.423,-.9442,3.656,3.820,2.402,2.413,1.532,3.407,7.178,3.183,3.688,-.2687E-01,1.996,-.1259,-.6411,-.9513,-1.884,8.770,.1476,3.780,2.708,.1822,1.096,-.6723,1.267,2.246,.8090,-1.092,4.038,9.011,2.133
143,1.102,1.649,-1.045,4.152,3.763,2.894,2.257,1.887,3.290,6.923,3.249,3.050,.1460,2.045,.6101E-01,-.8805,-1.556,-1.959,8.944,.4331,3.454,2.712,.8496,.7877,-.8964,1.471,2.057,1.006,-.6845,3.864,8.892,2.160
144,.8660,1.724,-.7726,3.829,3.947,2.405,2.580,1.792,3.587,7.158,3.459,3.370,.6599,1.729,.1819,-.5708,-1.326,-1.970,9.362,-.4149E-01,3.464,3.054,.7550,1.132,-.9815,1.542,1.853,.9107,-.1461,4.128,9.070,2.244
145,1.129,1.533,-1.205,4.328,4.129,2.906,2.372,2.156,3.336,6.995,3.693,3.691,.3188,2.338,.4368,-.8771,-1.284,-2.149,9.260,.1679,4.280,3.020,.3294,1.899,-.9286,1.414,2.425,.7420,-.3807,3.966,8.964,2.329
146,1.436,1.493,-.6430,3.992,4.088,2.513,2.488,1.745,3.325,6.866,3.366,3.242,.1487,1.981,.2977,-.4839E-01,-1.383,-1.657,9.257,.2734,3.863,2.965,.6487,1.356,-.7967,1.402,2.396,1.084,-.2474,4.395,8.845,2.291
147,1.086,1.369,-.9557,4.360,4.826,2.478,2.512,2.561,3.494,7.488,3.437,3.100,.1117,2.269,.3306,-.2507,-1.119,-1.499,9.062,.2081E-01,3.767,3.507,.8671,1.007,-1.065,1.628,2.333,1.191,-.3630,4.435,8.844,2.369
148,1.104,1.395,-.7804,4.059,4.230,2.732,2.777,1.788,3.739,7.538,3.713,3.351,.2566,1.946,.1395,-.8620,-.5812,-2.078,9.678,.4322,3.880,3.087,.4425,1.197,-.5458,1.307,2.298,.9121,-.6446,3.915,9.237,2.351
149,1.186,1.851,-.9221,3.967,4.463,2.588,2.448,1.980,3.572,7.073,4.171,3.882,.3695,2.147,.7246E-01,-.4943,-1.153,-2.076,9.558,.1977,4.110,3.063,.2189,2.068,-.7249,1.490,2.298,.8224,-.4522,3.678,9.448,2.380
150,1.317,1.506,-.8568,4.918,4.108,2.834,2.918,2.558,3.566,7.456,3.774,3.612,.4694,1.974,.2674,-.5516,-.8245,-1.376,9.728,.1601,4.292,3.126,.8903,1.201,-.8480,1.916,2.619,1.024,-.6858,4.241,9.368,2.508
