Year,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2-WACCM,CESM2,CNRM-CM6-1-HR,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3-Veg,EC-Earth3,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,HadGEM3-GC31-LL,INM-CM4-8,IPSL-CM6A-LR,MCM-UA-1-0,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MRI-ESM2-0,NESM3,NorCPM1-LM,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL,Mean
109,-2.122,-2.575,-.2779,-4.526,-4.832,-3.989,-3.593,-3.190,-4.865,-6.283,-3.941,-3.608,-2.377,-2.869,-2.055,-.3571,-1.014,.3004,-8.455,-.7207,-3.598,-4.417,-2.350,-2.656,-1.058,-2.628,-3.724,-2.414,-.1828,-5.224,-8.510,-3.259
110,-2.184,-2.543,-.5527,-4.859,-4.516,-4.204,-3.989,-3.082,-4.921,-5.939,-4.011,-3.528,-1.894,-3.099,-2.151,-.1968,-.8148,.9406E-01,-8.365,-.6788,-3.398,-4.609,-2.354,-1.848,-1.145,-2.758,-3.540,-2.156,-1.831,-5.661,-8.857,-3.313
111,-2.028,-2.619,-.4774,-4.368,-4.640,-4.069,-4.160,-3.337,-5.039,-6.608,-3.862,-3.648,-1.719,-3.452,-1.671,-.1605,-.5802,.2347,-8.367,-.6570,-3.703,-4.700,-2.405,-2.292,-.9916,-2.960,-3.834,-2.332,-1.543,-5.536,-9.211,-3.352
112,-2.094,-2.417,-.9692,-4.449,-4.375,-4.085,-3.989,-3.536,-4.897,-6.578,-3.780,-3.876,-2.073,-3.180,-1.789,-.5362,-.7505,.2374,-8.762,-.5273,-3.804,-3.789,-2.247,-2.479,-1.064,-2.768,-3.807,-2.647,-.6120E-01,-5.269,-8.778,-3.287
113,-2.157,-3.158,-.3659,-4.767,-4.625,-4.346,-4.108,-3.375,-4.949,-6.373,-4.058,-3.526,-1.735,-3.322,-1.451,-.2238,-1.029,.4330,-8.402,-.6622,-3.561,-4.816,-2.307,-2.835,-.9991,-2.518,-3.643,-2.567,-.9923,-5.822,-9.067,-3.370
114,-2.240,-2.667,-.8037,-5.055,-5.432,-4.084,-3.733,-3.628,-5.185,-5.910,-4.054,-3.634,-1.429,-3.403,-1.721,-.2725,-1.010,.2167,-8.547,-.6172,-4.008,-4.343,-2.252,-2.760,-.8842,-2.908,-4.078,-2.393,-1.352,-5.582,-9.011,-3.417
115,-2.531,-3.009,-.3125,-4.662,-4.368,-4.048,-4.428,-2.982,-5.212,-6.648,-3.689,-3.832,-1.921,-3.433,-1.921,-.3922,-.7115,-.1097,-8.957,-.5481,-4.295,-3.996,-2.610,-2.932,-1.042,-2.826,-4.460,-2.249,-.6956,-5.364,-9.504,-3.443
116,-2.289,-2.862,-.6262,-4.307,-5.144,-4.233,-4.134,-3.585,-5.163,-6.831,-4.142,-3.793,-1.831,-3.476,-1.558,-.3729,-.9748,.1170,-8.899,-.9691,-4.185,-4.391,-2.409,-3.092,-.8996,-3.071,-4.014,-2.452,-.7057,-5.864,-9.527,-3.510
117,-2.226,-2.997,-.7880,-5.567,-5.466,-4.352,-4.091,-3.343,-5.003,-6.730,-4.531,-3.801,-1.822,-3.454,-1.722,-.2156,-.7031,.3847,-9.065,-.3572,-3.804,-4.835,-2.613,-1.990,-1.148,-2.955,-3.942,-2.880,-.2049,-5.149,-9.419,-3.486
118,-2.506,-2.902,-.5474E-01,-5.335,-4.736,-4.242,-4.081,-3.794,-5.387,-7.526,-3.996,-4.028,-1.778,-3.938,-1.703,-.2493,-.6245,.1543,-9.059,-.6013,-4.725,-4.159,-2.779,-2.187,-.7373,-3.083,-4.084,-2.433,-1.072,-6.040,-9.496,-3.564
119,-2.239,-3.097,-.6455,-5.608,-5.383,-4.165,-4.002,-3.367,-5.272,-7.651,-4.740,-3.857,-1.828,-3.003,-1.749,-.1800E-01,-.8658,-.1902E-01,-9.237,-.4641,-4.129,-4.661,-2.508,-2.833,-1.048,-2.977,-4.112,-2.618,-1.010,-5.838,-9.597,-3.617
120,-2.665,-3.280,-.4933,-5.641,-5.392,-4.419,-4.127,-3.324,-5.628,-7.590,-5.041,-4.425,-1.941,-3.452,-2.125,-.7927,-1.146,-.2534,-9.424,-.7336,-4.255,-4.398,-2.375,-2.731,-.8224,-3.049,-4.580,-2.562,-1.157,-6.334,-9.850,-3.774
121,-2.378,-3.244,-.5960,-5.642,-5.460,-4.170,-4.577,-3.637,-5.316,-8.084,-4.557,-4.074,-2.139,-4.144,-1.738,-.3234,-.7584,-.1097,-9.862,-.7520,-4.430,-4.489,-2.453,-2.770,-.8348,-2.751,-4.294,-2.877,.7157E-01,-5.649,-9.641,-3.712
122,-2.746,-3.562,-.5728,-5.590,-5.146,-4.329,-3.985,-3.603,-5.543,-7.331,-4.948,-4.627,-1.881,-3.133,-1.864,-.3381,-.7478,.3495E-01,-9.772,-.7722,-4.491,-4.287,-2.611,-2.875,-1.650,-3.076,-4.201,-2.692,-1.254,-6.334,-9.673,-3.775
123,-2.758,-3.114,-.6525,-5.325,-5.512,-4.302,-4.291,-4.046,-5.335,-7.023,-5.168,-4.450,-2.160,-3.993,-1.928,.1332,-.9482,.1486,-9.763,-.6928,-4.350,-4.258,-2.712,-2.963,-1.461,-3.140,-4.272,-3.090,-2.172,-5.361,-9.684,-3.826
124,-2.445,-3.373,-.6563,-5.172,-5.690,-4.529,-4.409,-3.826,-5.340,-6.747,-4.771,-4.575,-1.919,-3.348,-1.681,-.2665,-1.107,.1523,-10.09,-.4625,-4.167,-4.900,-2.451,-3.498,-1.426,-3.248,-4.394,-2.417,-.7978,-5.812,-10.25,-3.778
125,-2.464,-3.201,-1.271,-5.572,-5.557,-4.343,-4.317,-4.491,-5.655,-7.314,-4.419,-4.266,-1.839,-3.846,-2.102,-.2921,-.6228,.6599,-9.764,-.7408,-4.803,-5.005,-2.650,-3.195,-1.161,-3.227,-4.362,-2.508,-.7580,-6.393,-10.26,-3.848
126,-2.895,-3.323,-.9148,-5.694,-6.002,-4.529,-4.321,-4.066,-5.847,-7.808,-4.863,-4.680,-1.740,-4.198,-2.062,-.5438,-1.111,.3686,-10.43,-.8497,-4.873,-5.329,-2.888,-3.273,-.8497,-3.147,-4.227,-2.761,-.7281,-5.881,-10.20,-3.971
127,-2.518,-3.129,-.7416,-5.677,-5.714,-4.642,-4.495,-3.799,-5.895,-7.702,-5.108,-4.456,-1.984,-3.946,-1.907,-.3995,-.9662,.5232,-10.49,-.8035,-4.890,-5.609,-2.753,-2.949,-1.257,-3.464,-4.587,-3.235,-2.300,-6.220,-10.47,-4.039
128,-2.538,-3.409,-.9083,-5.610,-5.721,-4.862,-4.605,-3.997,-6.054,-7.951,-4.830,-4.500,-2.311,-4.276,-1.956,-.1782,-.5668,-.1381,-10.35,-.9256,-4.544,-5.248,-2.613,-2.955,-1.272,-2.986,-4.728,-2.936,-1.368,-6.091,-10.53,-4.026
129,-2.700,-3.824,-.1251,-5.213,-5.509,-4.490,-4.685,-4.145,-5.644,-8.209,-5.017,-4.485,-2.745,-3.987,-2.129,-.4119,-.9675,.2336,-10.33,-.5502,-4.753,-5.321,-2.348,-3.054,-1.171,-3.362,-5.071,-2.901,-.2735,-6.498,-10.60,-3.996
130,-2.663,-3.137,-.7878,-5.594,-5.933,-4.795,-4.615,-4.241,-5.643,-7.733,-5.213,-4.373,-2.225,-3.276,-1.864,-.3516,-1.082,.2521E-01,-10.52,-.5551,-5.039,-5.314,-2.792,-3.180,-.9958,-3.624,-4.580,-2.552,-1.352,-6.270,-10.77,-4.023
131,-2.740,-3.675,-.9196,-5.909,-6.052,-4.743,-4.927,-4.238,-5.801,-7.722,-5.013,-4.732,-2.143,-4.122,-1.762,-.3753,-.4928,-.4451,-10.90,-.9418,-5.445,-4.745,-3.040,-3.345,-1.540,-3.157,-4.567,-2.937,-1.105,-5.845,-10.88,-4.129
132,-2.713,-3.689,-.5534,-6.467,-6.162,-4.794,-5.079,-4.500,-6.224,-8.501,-5.035,-4.658,-2.104,-4.417,-1.721,-.9110,-.5421,.1365,-10.18,-.6096,-4.770,-4.766,-2.909,-3.041,-1.252,-3.630,-4.427,-3.052,-2.519,-6.350,-10.84,-4.179
133,-3.035,-3.361,-.4611,-6.676,-5.785,-4.838,-5.137,-4.235,-5.648,-8.306,-4.611,-4.599,-2.423,-3.655,-2.404,-.7707,-.7794,.2382,-10.61,-.7893,-5.386,-5.013,-2.492,-3.263,-1.647,-3.627,-4.644,-3.078,-1.561,-6.424,-10.49,-4.158
134,-2.839,-3.499,-1.093,-6.547,-6.052,-4.979,-5.087,-4.060,-6.348,-8.725,-5.563,-4.356,-2.820,-4.002,-2.138,.4164E-01,-1.203,-.1022,-11.06,-.7693,-4.918,-4.758,-3.260,-2.940,-1.121,-3.424,-5.043,-2.743,-.9002,-6.742,-10.79,-4.263
135,-3.140,-3.470,-.9746,-6.598,-6.467,-5.072,-5.246,-4.437,-6.458,-8.326,-5.262,-5.023,-2.127,-4.280,-2.356,-.3650,-.9585,.2645,-11.13,-1.019,-5.669,-5.216,-3.237,-3.290,-1.174,-3.820,-4.959,-3.053,-2.051,-6.334,-11.21,-4.403
136,-2.162,-3.544,-.3724,-6.221,-6.071,-4.674,-4.904,-4.192,-6.048,-8.864,-5.194,-5.312,-2.687,-4.323,-2.078,-.3237,-1.040,.1762,-11.14,-.8975,-5.534,-5.318,-3.065,-3.779,-1.075,-3.769,-5.165,-2.898,-1.416,-6.680,-11.20,-4.315
137,-3.122,-3.600,-.8691,-6.314,-6.444,-4.920,-5.365,-4.409,-6.030,-8.432,-4.891,-5.094,-2.199,-3.791,-2.211,-.4244,-.8177,.3820E-02,-11.52,-.6842,-5.376,-5.174,-2.928,-3.001,-1.138,-3.799,-5.073,-3.467,-1.270,-6.735,-11.19,-4.329
138,-2.906,-3.353,-.7349,-6.288,-6.284,-4.854,-5.174,-4.367,-5.934,-8.851,-5.301,-4.574,-2.437,-4.086,-1.945,-.2311,-.7351,-.2752E-01,-11.28,-.9329,-5.650,-5.615,-3.368,-3.267,-.9612,-3.761,-4.941,-3.076,-1.697,-6.633,-11.23,-4.342
139,-3.120,-3.511,-1.211,-6.492,-5.934,-4.839,-5.261,-4.670,-6.313,-8.760,-5.261,-5.062,-2.360,-4.700,-2.392,-.5198,-1.444,.2691,-11.39,-.6781,-5.757,-5.250,-2.947,-3.542,-1.410,-3.900,-5.140,-3.488,-1.930,-6.844,-11.49,-4.494
140,-2.669,-3.508,-.8394,-6.954,-6.550,-5.085,-5.321,-4.604,-6.110,-8.768,-5.297,-5.417,-2.665,-4.097,-2.192,-.1925,-.9849,.1088,-11.67,-.6046,-5.732,-5.455,-2.763,-3.300,-1.510,-3.765,-4.895,-3.234,-1.212,-6.424,-11.73,-4.442
141,-2.950,-3.671,-.2722,-6.826,-6.444,-5.182,-5.121,-4.434,-6.619,-9.040,-5.095,-5.275,-2.551,-4.252,-2.068,.7281E-01,-.6341,-.3035,-11.67,-1.063,-6.094,-5.588,-3.215,-3.255,-1.240,-3.736,-5.283,-3.233,-.9312,-7.048,-11.46,-4.485
142,-3.024,-3.522,-.9099,-6.770,-6.778,-5.147,-5.237,-4.767,-6.572,-9.067,-5.286,-5.064,-2.600,-4.381,-2.670,-.5049,-1.014,-.2489E-01,-11.77,-.8599,-5.803,-5.211,-3.235,-3.627,-1.029,-4.064,-5.218,-2.786,-1.434,-6.495,-11.82,-4.540
143,-3.097,-3.558,-.6987,-7.216,-6.578,-5.383,-5.436,-4.394,-6.636,-9.626,-5.637,-5.503,-2.863,-3.666,-2.296,-.7616,-1.113,.5308,-11.90,-.8630,-6.034,-5.282,-3.193,-3.943,-1.253,-4.221,-5.028,-3.190,-2.027,-6.740,-11.86,-4.624
144,-3.433,-4.036,-.3605,-7.304,-7.318,-5.490,-5.436,-4.648,-6.244,-9.625,-5.290,-5.228,-2.743,-4.227,-2.417,-.9026E-01,-.7230,-.9158E-01,-12.14,-.7539,-6.241,-5.798,-3.381,-3.769,-1.090,-3.858,-4.997,-3.663,-1.591,-7.362,-11.62,-4.696
145,-3.156,-3.595,-1.270,-7.032,-7.255,-5.348,-5.789,-4.462,-6.465,-9.565,-4.989,-4.972,-2.503,-4.370,-2.278,-.4610,-.2924,.2751,-12.34,-1.247,-5.941,-5.911,-3.167,-3.686,-.9762,-3.952,-5.170,-3.290,-.8127,-7.137,-11.80,-4.616
146,-3.232,-4.118,-.5980,-7.372,-7.545,-5.323,-5.482,-4.718,-6.314,-9.527,-5.522,-4.761,-2.833,-4.579,-2.616,-.7156,-.9827,.3474E-01,-12.31,-1.037,-6.417,-5.696,-3.076,-3.972,-1.932,-4.162,-5.759,-4.195,-2.666,-7.336,-12.13,-4.873
147,-3.010,-3.307,-.8647,-7.494,-7.504,-5.431,-5.523,-4.677,-6.915,-9.296,-5.440,-5.695,-2.304,-4.224,-2.467,-.2713,-.9096,-.3746,-12.46,-1.009,-6.414,-6.072,-2.770,-3.869,-1.892,-4.187,-5.514,-3.410,-1.850,-7.233,-12.02,-4.805
148,-3.007,-3.507,-.6195,-6.996,-7.457,-5.424,-5.638,-4.978,-6.946,-9.352,-5.543,-5.887,-2.437,-4.637,-2.406,.3130,-1.173,-.1879,-12.50,-.6093,-6.298,-5.423,-3.302,-3.788,-1.525,-3.695,-5.584,-3.372,-1.295,-6.591,-12.21,-4.746
149,-3.534,-3.903,-.5202,-7.172,-7.348,-5.607,-5.985,-4.915,-6.555,-9.415,-5.159,-5.484,-2.843,-4.159,-2.342,-.8717E-02,-.8717,.6497,-12.54,-1.035,-6.335,-5.493,-3.460,-3.483,-1.493,-4.503,-5.470,-3.750,-1.551,-7.215,-12.25,-4.791
150,-3.420,-3.830,-.6820,-7.532,-7.274,-5.499,-5.424,-4.810,-6.740,-10.10,-5.382,-5.227,-3.254,-4.687,-2.702,-.1304,-.9443,-.1626,-12.79,-.9450,-6.180,-5.656,-3.093,-4.021,-1.613,-4.391,-5.339,-3.279,-2.534,-7.605,-12.55,-4.922
