Year,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2-WACCM,CESM2,CNRM-CM6-1-HR,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3-Veg,EC-Earth3,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,HadGEM3-GC31-LL,INM-CM4-8,IPSL-CM6A-LR,MCM-UA-1-0,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MRI-ESM2-0,NESM3,NorCPM1-LM,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL,Mean
108,3.067,3.021,2.800,3.374,3.432,4.197,3.892,3.743,4.701,5.275,4.258,4.360,3.356,3.517,2.962,1.632,3.409,2.789,4.745,2.382,3.935,3.608,2.693,2.464,3.173,2.797,4.378,2.760,2.334,3.540,5.003,3.532
109,3.079,3.021,2.852,3.449,3.507,4.200,4.124,3.706,4.656,5.452,4.426,3.946,3.375,3.466,2.752,1.766,3.325,2.828,4.819,2.279,4.009,3.672,2.595,2.652,3.029,2.767,4.598,2.894,2.089,3.519,4.971,3.535
110,3.068,3.026,2.853,3.498,3.556,4.156,4.135,3.791,4.804,5.505,4.389,3.991,3.719,3.597,2.798,2.117,3.386,2.927,4.677,2.317,4.081,3.610,2.707,2.736,3.094,2.628,4.611,2.792,2.177,3.663,4.958,3.575
111,2.964,3.076,2.806,3.455,3.512,4.243,4.223,3.783,5.053,5.266,4.414,4.068,3.347,3.770,2.868,2.040,3.517,2.880,4.700,2.383,3.946,3.756,3.001,2.581,3.150,2.755,4.439,2.825,2.449,3.773,5.200,3.607
112,3.006,3.093,2.857,3.482,3.539,4.354,4.255,4.020,4.884,5.331,4.569,4.188,3.271,3.712,2.963,2.102,3.503,2.929,5.006,2.397,4.204,3.664,2.938,2.440,3.115,2.776,4.604,2.902,2.577,3.731,5.087,3.647
113,3.135,3.166,2.930,3.484,3.540,4.367,4.309,4.076,4.811,5.491,4.408,4.363,3.680,3.699,3.064,1.858,3.217,2.997,4.885,2.331,4.284,3.751,2.648,2.580,3.260,2.879,4.581,3.087,2.500,3.768,4.945,3.675
114,3.118,3.159,2.901,3.590,3.646,4.387,4.440,3.963,5.026,5.633,4.557,4.235,3.665,3.689,3.003,1.739,3.394,2.783,4.871,2.384,4.315,3.725,2.697,2.732,3.372,2.782,4.839,3.047,2.491,3.762,5.023,3.708
115,3.194,3.124,3.015,3.711,3.767,4.476,4.332,4.036,5.118,5.428,4.852,4.177,3.513,3.849,2.946,1.807,3.582,2.775,5.026,2.328,4.313,3.654,3.118,2.777,3.241,2.871,4.931,3.019,2.600,3.640,5.206,3.754
116,3.286,3.283,2.939,3.715,3.770,4.444,4.427,4.085,5.235,5.707,4.521,4.380,3.653,3.981,3.041,2.111,3.478,2.943,5.005,2.473,4.588,3.700,3.131,2.964,3.399,2.947,5.026,2.941,2.570,3.914,5.313,3.829
117,3.322,3.310,2.969,3.738,3.793,4.733,4.550,4.181,5.242,5.911,4.578,4.680,3.718,4.111,3.179,1.921,3.571,3.099,5.043,2.547,4.467,3.728,2.857,3.040,3.506,2.984,4.938,3.082,2.391,3.831,5.377,3.882
118,3.405,3.398,3.169,3.901,3.955,4.642,4.463,4.098,5.228,5.832,5.008,4.698,3.758,4.034,3.063,1.749,3.785,2.986,5.143,2.485,4.480,3.738,2.919,2.660,3.426,3.093,4.823,3.127,2.387,3.702,5.391,3.893
119,3.280,3.476,3.026,3.956,4.010,4.659,4.461,4.289,5.293,6.062,4.881,4.673,3.865,4.090,2.951,1.737,3.664,3.085,5.267,2.520,4.803,3.709,3.120,2.629,3.394,3.150,4.930,3.128,2.546,3.876,5.377,3.939
120,3.394,3.534,3.212,4.142,4.196,4.713,4.504,4.354,5.549,6.088,5.002,4.710,3.836,3.982,3.046,2.001,3.607,3.168,5.384,2.524,4.596,3.834,3.288,2.900,3.431,3.158,5.014,3.156,2.778,4.160,5.405,4.022
121,3.507,3.495,3.170,4.110,4.163,4.671,4.547,4.444,5.523,6.131,5.190,5.065,3.878,4.213,3.143,1.970,3.652,3.115,5.423,2.637,4.545,3.915,3.154,3.180,3.434,3.090,5.129,3.078,2.850,4.062,5.398,4.064
122,3.483,3.568,3.123,4.157,4.210,4.631,4.506,4.510,5.496,6.170,5.263,4.828,3.966,4.166,3.280,2.068,3.850,3.201,5.512,2.695,4.775,3.739,2.937,3.260,3.476,3.062,5.235,3.174,2.637,4.124,5.402,4.081
123,3.571,3.594,3.191,4.306,4.358,4.842,4.752,4.512,5.653,6.165,5.313,4.772,3.867,4.245,3.239,2.027,3.598,3.163,5.603,2.831,4.856,3.798,3.142,3.012,3.409,3.069,5.266,3.363,2.822,4.024,5.563,4.130
124,3.608,3.582,3.263,4.257,4.309,4.852,4.682,4.700,5.681,6.342,5.203,5.152,3.973,4.271,3.234,2.013,3.667,3.362,5.597,2.788,4.715,3.995,3.433,3.073,3.542,3.147,5.247,3.349,3.002,3.832,5.766,4.187
125,3.617,3.730,3.146,4.291,4.343,4.890,4.829,4.655,5.609,6.063,5.293,5.355,4.045,4.219,3.300,1.905,3.833,3.309,5.531,2.772,4.681,4.081,3.190,3.185,3.729,3.342,5.492,3.268,2.787,4.100,5.755,4.215
126,3.734,3.804,3.359,4.291,4.342,4.912,4.953,4.761,5.704,6.233,5.384,4.916,3.976,4.344,3.243,1.833,3.867,3.293,5.894,2.756,4.957,4.167,3.043,3.336,3.752,3.162,5.509,3.242,2.714,4.197,5.715,4.252
127,3.585,3.775,3.434,4.357,4.408,5.003,4.761,4.789,5.986,6.410,5.459,4.962,4.045,4.389,3.444,2.066,4.061,3.450,5.973,2.787,5.293,4.313,3.174,3.333,3.779,3.296,5.409,3.441,2.934,4.000,5.770,4.327
128,3.695,3.855,3.505,4.501,4.551,4.978,5.013,4.864,6.019,6.538,5.498,5.265,4.241,4.352,3.573,1.816,4.052,3.345,5.782,2.819,4.950,4.270,3.512,3.319,3.806,3.311,5.354,3.533,3.158,4.215,5.859,4.391
129,3.717,3.955,3.504,4.520,4.569,5.115,4.934,4.750,5.887,6.646,5.445,5.380,4.026,4.617,3.644,1.936,3.888,3.529,5.847,2.739,4.992,4.257,3.332,3.209,3.771,3.268,5.523,3.604,3.093,4.399,5.909,4.402
130,3.700,4.006,3.362,4.350,4.400,4.945,4.966,4.996,5.930,6.714,5.552,5.062,4.128,4.774,3.616,1.950,3.966,3.569,5.924,2.813,5.323,4.425,3.047,3.338,3.769,3.439,5.688,3.560,3.034,4.404,6.186,4.433
131,3.839,4.062,3.435,4.481,4.530,5.204,5.272,4.970,6.061,6.448,5.559,5.175,4.371,4.596,3.490,2.082,4.037,3.385,6.120,2.854,5.414,4.256,3.147,3.369,3.892,3.493,5.700,3.545,3.052,4.214,6.246,4.474
132,3.884,4.027,3.681,4.488,4.536,5.359,5.286,4.747,6.122,6.717,5.729,5.379,4.408,4.815,3.368,1.939,4.168,3.639,5.954,2.895,5.333,4.056,3.516,3.463,3.811,3.399,5.732,3.683,3.231,4.211,6.207,4.528
133,3.887,4.103,3.573,4.741,4.789,5.320,5.413,5.026,6.261,6.896,5.927,5.647,4.448,4.797,3.570,1.926,4.130,3.705,5.898,2.949,5.369,4.258,3.521,3.733,3.963,3.344,5.816,3.789,3.480,4.435,6.041,4.628
134,3.819,4.039,3.444,4.740,4.788,5.391,5.516,5.168,6.150,6.755,5.789,5.799,4.576,4.587,3.721,2.045,3.908,3.450,6.288,2.998,5.420,4.188,3.296,3.484,4.084,3.531,5.873,3.691,3.188,4.445,6.075,4.607
135,4.048,4.192,3.705,4.734,4.781,5.344,5.419,5.152,6.331,6.994,5.795,5.364,4.725,4.632,3.623,2.088,4.062,3.756,6.237,3.009,5.394,4.323,3.499,3.143,3.966,3.658,5.877,3.745,3.284,4.503,6.386,4.656
136,3.976,4.180,3.739,4.705,4.751,5.446,5.574,5.208,6.284,6.964,6.045,5.604,4.496,4.893,3.673,1.897,4.264,3.865,6.330,3.024,5.619,4.452,3.891,3.481,3.982,3.737,5.883,3.722,3.440,4.414,6.484,4.738
137,4.007,4.245,3.714,4.878,4.924,5.411,5.389,5.169,6.313,7.161,6.040,5.925,4.652,4.939,3.729,1.862,4.149,3.674,6.467,2.998,5.578,4.447,3.513,3.808,4.025,3.802,5.981,3.848,3.309,4.611,6.341,4.768
138,4.054,4.272,3.672,4.861,4.907,5.400,5.495,5.520,6.393,7.064,5.890,6.130,4.767,4.794,3.747,2.035,4.356,3.847,6.422,3.089,5.746,4.410,3.617,3.589,4.091,3.829,6.004,3.732,3.316,4.590,6.423,4.801
139,4.147,4.306,3.616,5.017,5.062,5.531,5.757,5.383,6.377,7.287,5.932,5.838,4.809,5.020,3.693,2.081,4.224,4.030,6.461,3.042,5.830,4.497,3.937,3.450,4.096,3.834,6.159,3.710,3.512,4.616,6.524,4.857
140,4.210,4.304,3.852,5.077,5.122,5.557,5.512,5.363,6.463,7.282,6.165,5.904,4.927,5.171,3.907,1.822,4.271,3.811,6.674,3.078,5.996,4.529,3.701,3.677,4.176,3.776,6.347,3.783,3.560,4.655,6.532,4.913
141,4.102,4.443,3.886,5.037,5.081,5.686,5.622,5.418,6.649,7.470,6.365,6.224,5.000,5.056,3.908,2.046,4.452,3.832,6.722,3.198,6.058,4.593,3.517,3.827,4.242,3.649,6.243,3.916,3.517,4.544,6.592,4.962
142,4.240,4.349,3.712,5.270,5.314,5.739,5.754,5.328,6.761,7.612,5.985,6.271,4.786,5.151,3.758,2.071,4.432,4.126,6.655,3.282,6.110,4.606,3.647,3.517,4.301,3.890,6.348,3.836,3.234,4.629,6.747,4.980
143,4.212,4.411,3.760,5.357,5.401,5.943,5.901,5.571,6.807,7.492,5.946,6.075,4.973,5.161,3.901,1.877,4.311,3.958,6.759,3.276,6.018,4.601,3.989,3.554,4.340,3.920,6.304,3.899,3.438,4.681,6.753,5.024
144,4.234,4.489,3.886,5.340,5.383,5.950,5.931,5.660,6.909,7.630,6.122,6.162,5.167,5.140,3.918,1.963,4.503,3.837,6.958,3.197,6.180,4.722,3.878,3.925,4.338,4.101,6.391,3.995,3.776,4.749,6.818,5.110
145,4.321,4.561,3.712,5.357,5.400,6.037,5.972,5.751,6.813,7.638,6.390,6.349,5.039,5.291,4.092,2.254,4.568,4.071,6.944,3.276,6.408,4.816,3.736,4.108,4.457,3.975,6.465,3.984,3.648,4.753,6.758,5.156
146,4.349,4.623,3.915,5.411,5.453,5.889,6.175,5.748,6.904,7.821,6.175,6.200,4.915,5.262,4.120,2.308,4.457,4.080,7.000,3.304,6.296,4.795,4.012,3.797,4.318,4.078,6.486,4.147,3.571,4.975,6.772,5.168
147,4.247,4.566,3.928,5.576,5.618,6.069,6.202,5.946,7.027,7.836,6.146,5.948,5.215,5.376,4.085,2.113,4.642,3.942,6.994,3.357,6.281,4.921,4.042,3.858,4.394,4.140,6.603,4.110,3.837,4.955,6.903,5.226
148,4.296,4.634,4.098,5.518,5.560,6.163,6.280,5.692,7.100,7.927,6.322,6.146,5.161,5.444,4.124,2.081,4.759,4.008,7.179,3.359,6.415,4.763,3.855,4.040,4.608,4.053,6.620,4.063,3.661,4.783,7.056,5.256
149,4.491,4.696,3.901,5.642,5.683,6.159,6.262,5.968,7.135,7.710,6.593,6.335,5.219,5.411,4.115,2.128,4.622,4.254,7.179,3.364,6.662,4.699,3.898,4.183,4.521,4.167,6.731,4.113,3.695,4.729,7.205,5.311
150,4.478,4.668,3.968,5.780,5.821,6.156,6.385,5.939,7.234,7.926,6.379,6.416,5.214,5.455,4.235,1.998,4.762,4.054,7.196,3.441,6.582,4.780,4.232,3.924,4.662,4.332,6.895,4.183,3.678,5.131,7.193,5.370
