Year,BCC-CSM2-MR,BCC-ESM1,CAMS-CSM1-0,CESM2-WACCM,CESM2,CNRM-CM6-1-HR,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,E3SM-1-0,EC-Earth3-Veg,EC-Earth3,FGOALS-f3-L,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-2-G,HadGEM3-GC31-LL,INM-CM4-8,IPSL-CM6A-LR,MCM-UA-1-0,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MRI-ESM2-0,NESM3,NorESM2-LM,SAM0-UNICON,UKESM1-0-LL,Mean
1,-4.765,-4.243,-5.403,-5.629,-5.273,-4.193,-4.041,-3.658,-4.358,-4.666,-4.906,-5.334,-5.319,-4.673,-4.275,-6.338,-6.353,-5.451,-3.722,-4.983,-3.976,-4.115,-5.103,-4.601,-5.574,-4.158,-3.491,-5.288,-5.729,-2.644,-4.742
2,-3.601,-3.072,-4.057,-3.949,-3.819,-3.154,-2.991,-3.527,-2.803,-3.007,-3.500,-3.889,-4.431,-2.511,-3.189,-4.522,-4.653,-4.792,-1.913,-3.799,-2.454,-3.031,-3.538,-3.079,-4.345,-2.941,-1.817,-3.765,-3.503,-1.162,-3.360
3,-2.690,-2.091,-3.724,-2.835,-2.302,-2.140,-1.952,-2.852,-2.210,-2.107,-2.454,-3.255,-2.582,-1.188,-2.078,-4.123,-4.448,-4.377,-.1610,-2.955,-1.792,-2.366,-2.164,-2.113,-3.765,-1.859,-.8662,-2.895,-2.188,-.5558,-2.436
4,-2.416,-1.650,-3.061,-1.735,-1.516,-1.605,-1.221,-2.095,-1.655,-1.255,-1.899,-2.206,-3.013,-1.213,-2.382,-3.654,-4.323,-4.071,.1672,-2.736,-1.188,-1.609,-2.367,-1.179,-3.330,-1.827,-.4548,-2.162,-1.280,.9072,-1.934
5,-2.130,-1.405,-2.401,-.6878,-1.101,-1.208,-.8313,-1.695,-1.174,-1.298,-1.215,-1.859,-2.794,-1.459,-1.573,-3.455,-3.344,-3.729,1.223,-1.967,-.7889,-.8003,-2.351,-.8350,-2.736,-1.578,-.1864,-1.547,-.2917,2.003,-1.440
6,-1.910,-1.094,-2.700,-.1121,-.4623,-.7762,-.6217,-1.780,-.7163,-.8764,-1.002,-1.597,-1.686,-.6514,-1.497,-3.654,-3.129,-3.506,2.211,-1.836,-.3722,-.3987,-1.679,-.5814,-2.659,-.8217,-.3020,-1.583,.2957,2.400,-1.103
7,-1.444,-.5863,-2.349,.5553E-01,.1843,-.3703,-.2522,-1.320,-.1687,-.6035,-.5995,-.5903,-2.136,-.1791,-1.354,-2.733,-3.026,-3.330,2.579,-1.828,-.3126,.2410,-.9585,-.8577,-2.570,-.3290,-.8623E-02,-1.194,.7631,2.285,-.7664
8,-1.137,-.5949,-2.027,.4912,.7448,-.2404,.3441E-01,-.8791,-.1062,.3923,-.5008,-.6945,-1.749,-.3388,-1.229,-2.583,-2.842,-3.427,2.860,-1.761,-.2295E-01,-.1623,-.5341,-.9451,-2.360,-.6844,.2878,-.8131,1.203,2.447,-.5723
9,-1.135,-.3206,-2.022,.8589,.8094,.1536E-02,.1770,-.9505,.7528E-01,.9772,-.1111,-.5058,-.9574,-.9522E-02,-1.325,-2.816,-3.157,-3.034,3.668,-1.425,.3687,-.1496,-1.510,-.2715,-2.340,-.2348,.4402,-1.493,1.647,3.603,-.3714
10,-.8977,-.4121E-01,-1.952,1.184,.7539,.1744,.5154E-01,-.3520,.4438,1.552,.4256,-.4080,-1.209,.8488,-.7538,-2.793,-2.719,-3.428,3.960,-.9635,.4284,.5990,-1.324,.3851,-2.114,-.1281,.3996,-1.319,2.048,4.231,-.9728E-01
11,-.6600,.3822,-2.054,1.260,1.049,.3723,.5081,-.5844,.6073,2.164,.1438E-01,.1487,-1.019,.4053E-02,-.6799,-2.332,-1.992,-3.126,3.688,-1.018,.5570,.6997,-.8339,-.2729E-01,-2.051,.4525,.3439,-.7780,1.606,4.171,.2908E-01
12,-.8473,.1051E-01,-1.545,1.483,1.187,.8552,.6957,-.1958,.8658,2.319,.2681,.2485,-.7286,.2213,-.8830,-2.612,-2.477,-3.070,4.330,-1.392,.8297,.7854,-.1254E-01,.1632E-01,-1.658,-.9784E-01,.8613,-1.244,2.507,3.667,.1463
13,-.5496,-.6122E-02,-1.959,1.603,1.255,.4901,.6832,.2227,1.422,2.539,.8868,.2572,-1.063,.8796,-.3651,-2.616,-2.659,-2.883,4.313,-1.186,1.222,1.460,-.7817E-01,-.2201,-2.014,.4138,.6767,-1.206,2.758,4.485,.2921
14,-.5509,.3532,-1.328,1.857,1.487,.7840,.9268,.9031E-01,1.193,3.023,1.051,.5460,-.8198,.8149,-.3581,-2.315,-1.921,-2.817,4.870,-.7878,1.111,1.431,-.5179E-01,.5805,-1.743,.5724,1.096,-.1698,2.442,5.275,.5547
15,-.5219E-01,.3086,-1.729,1.774,1.985,.8619,.5814,.4419,1.303,2.731,.5963,.7728,-.6199,.3062,-.2812,-2.284,-2.187,-2.676,5.744,-.6204,1.375,1.662,.5660E-01,.6382,-1.594,.4161,1.133,-.8204,2.685,5.376,.5962
16,.1005,.1610,-1.237,1.896,1.914,1.091,.6339,.2484,1.577,3.122,.8230,.2695,-.6700,.3905,-.7373,-2.575,-2.091,-2.652,4.900,-1.012,1.870,1.086,.1650,.3298,-1.686,.2347,1.409,-.4560,3.044,5.215,.5789
17,-.9777E-01,.1153,-1.181,2.067,2.160,1.175,1.569,.6870,2.022,3.679,1.013,.5563,-1.139,.5938,-.4304,-2.191,-2.058,-2.691,4.898,-1.046,1.716,1.408,.3194,.2434,-1.581,.9604,.8623,-.6896,3.045,5.656,.7213
18,.9893E-01,.7107,-1.347,1.817,2.194,1.225,1.017,.2016,2.094,3.549,1.382,.7690,-.4212,.4241,-.3135,-2.265,-1.873,-2.489,5.458,-.9211,1.637,1.424,-.3012,.2260,-1.739,1.270,.9617,-.9322,2.509,5.799,.7388
19,.2266,.5651,-1.252,2.330,2.486,1.452,.9306,.5981,1.899,4.233,1.386,.9388,-.1893,.7784,-.2506,-2.430,-1.722,-2.967,6.398,-.5656,1.829,1.585,.1941,.6736,-1.959,.6636,1.362,-.9509,2.787,5.546,.8858
20,-.6865E-01,.5314,-1.089,2.227,2.952,1.133,1.469,.6717,1.929,3.929,1.385,1.056,-.7204,1.110,-.4797,-2.039,-2.019,-2.637,6.098,-.8792,2.384,1.486,.4855,1.244,-1.817,.6263,1.286,-.1645,2.827,6.023,.9646
21,.1161,.2948,-1.234,2.382,2.922,1.546,1.622,.9183,1.816,4.142,1.409,1.212,-.5905,.4729,.1572,-2.221,-1.860,-2.269,5.674,-.7207,2.384,2.145,-.3011E-01,.5819,-1.533,.8969,1.195,-.5011,3.534,6.072,1.018
22,-.1102,.5781,-1.290,2.547,2.318,1.645,1.672,.9198,2.039,4.710,1.567,1.252,-.8646,1.115,-.2339,-2.613,-1.223,-2.502,6.118,-.7143,2.325,1.854,-.5573E-01,.3305,-1.248,1.511,1.716,-.4947,3.413,6.401,1.089
23,-.5353E-01,.9235,-1.296,2.902,2.609,1.594,1.694,.8094,2.274,4.475,1.999,1.314,-.7047,.8165,-.1830,-1.871,-1.743,-2.681,6.703,-.4489,2.583,2.126,.5466E-01,.4651,-1.367,1.063,1.806,-.8333,3.169,6.312,1.150
24,.1252,.5569,-1.017,2.702,2.832,1.909,1.897,.6980,2.573,5.082,1.770,1.742,.3192,.9238,-.2121,-2.653,-1.915,-2.321,5.832,-.4665,2.584,2.021,.8050,1.192,-1.348,.7908,1.550,-.6889,3.218,6.358,1.229
25,.4259,.5992,-1.293,2.633,3.131,1.591,2.005,1.224,2.776,5.186,1.674,1.247,-.4149,.8441,-.3402,-2.291,-1.526,-2.589,5.973,-.5970,2.583,2.125,.5704,1.046,-1.435,1.295,1.997,-.5795,3.429,6.743,1.268
26,.2656,.8296,-1.206,2.551,2.707,1.765,2.002,1.044,2.454,5.387,1.917,1.387,-.8730,.6194,.1107,-2.099,-1.794,-2.129,6.958,-.3366,2.411,2.249,.2858,.6549,-1.519,1.331,1.722,-.5271,3.498,6.994,1.289
27,.3013,.8830,-1.149,3.044,3.287,2.091,1.699,1.438,2.348,4.730,2.345,1.799,.2909,1.238,-.1813,-1.950,-2.015,-2.136,7.002,-.3182,2.582,2.311,.1482,.6155,-1.390,1.309,1.904,-1.366,3.616,6.514,1.366
28,.3030,1.091,-1.202,3.143,3.103,2.015,1.973,.8762,2.458,4.799,1.973,2.024,-.6481,1.024,-.2614,-2.448,-1.261,-2.592,6.857,-.1227,2.923,2.256,.8006,.7341,-1.337,.7444,2.109,-1.040,3.586,6.849,1.358
29,.3277,.8587,-1.387,3.100,3.459,2.282,2.338,1.188,2.616,5.766,2.425,1.333,-.5124E-01,1.461,-.4153E-01,-1.927,-1.681,-2.379,7.043,-.3683,3.050,2.349,.5900,.8997,-1.633,1.358,1.751,-1.095,3.826,7.452,1.497
30,.6164,.9911,-1.001,2.983,2.990,2.060,1.951,1.200,2.611,5.549,2.680,1.325,.1297,1.543,.1654,-2.010,-1.811,-2.627,7.238,-.5329,3.523,2.295,.5123,1.433,-1.190,1.551,2.301,-1.262,4.181,7.307,1.557
31,.4051,.8984,-1.002,3.872,3.245,1.931,2.130,1.893,2.718,5.582,2.340,2.163,-.4724,.9168,-.1777,-2.479,-1.720,-2.548,7.244,-.2574,3.379,2.597,.1877,.5350,-1.030,1.095,2.301,-1.101,4.055,6.430,1.504
32,.3168,.7838,-.9917,3.111,3.621,2.369,1.892,.9665,2.676,5.475,2.134,1.859,-.2152E-01,.9501,-.2928,-1.764,-1.405,-2.373,7.430,-.2699E-01,3.284,2.872,.9321,.7266,-1.183,.7259,2.138,-1.661,3.652,7.041,1.508
33,.3955,1.170,-.8794,3.032,3.522,2.148,1.865,1.223,2.565,5.962,2.723,1.649,.2804,1.867,-.1509,-2.245,-1.226,-2.502,8.238,.7145E-01,3.269,2.536,.6145,.9112,-1.087,1.166,1.932,-1.254,4.099,7.401,1.643
34,.5762,1.153,-.9941,3.640,3.248,2.462,2.498,1.409,2.891,5.721,2.418,2.000,.1853,1.498,-.1720,-2.250,-1.789,-2.261,7.621,-.1511,3.318,2.363,.4119,1.703,-1.123,1.129,2.333,-.8310,3.744,8.047,1.693
35,.7779,1.223,-1.195,3.600,3.681,2.198,2.099,1.460,3.143,6.019,2.600,1.840,-.6281E-01,1.354,.1569,-2.001,-1.097,-2.570,7.420,-.1647,3.122,2.592,.5883,1.274,-.8617,1.153,2.192,-.5216,3.848,7.576,1.715
36,.7177,1.328,-.6995,3.216,3.355,2.284,2.354,1.697,2.995,5.415,2.428,2.189,.2601,1.097,-.3372,-2.136,-1.682,-2.440,7.834,-.2363,3.062,2.397,1.191,.7801,-1.117,1.176,2.587,-1.211,3.850,7.187,1.651
37,.8044,1.490,-1.340,3.459,3.958,2.410,2.476,1.352,2.896,6.098,2.507,2.133,.3840,1.398,.4317,-2.372,-1.907,-2.145,8.478,-.7382E-01,3.342,2.073,.7600,.9127,-.9509,1.790,2.450,-1.157,4.069,7.948,1.789
38,.6641,1.213,-.5288,3.563,3.388,2.475,2.266,1.648,3.338,5.692,2.519,1.826,.8909,1.637,-.9735E-01,-1.915,-1.119,-2.359,8.092,-.2944,3.352,2.312,.5194,1.259,-1.003,.8398,2.226,-.6104,3.372,7.821,1.766
39,1.216,1.406,-.8425,3.577,3.828,2.565,2.678,1.462,3.311,5.559,2.567,2.317,-.6018E-01,1.595,-.1344,-2.053,-1.438,-2.346,7.932,-.7295E-01,3.426,2.488,.5938,1.429,-.8610,1.207,2.551,-1.067,3.513,7.834,1.806
40,.9465,1.268,-.7522,3.920,3.528,2.718,2.221,1.687,2.976,6.073,3.180,2.585,.1917,1.084,.5235,-1.674,-1.537,-2.379,7.859,-.1905,3.426,2.522,1.067,1.400,-.9981,1.883,2.717,-.7247,3.583,7.812,1.897
